weeklyDCMImport

Date/Time Generated,1/26/16 12:46 PM
Report Time Zone,America/New_York
SubAccount Name,Rinck Advertising
Account ID,9515
Date Range,1/12/16 - 1/18/16

Report Fields
Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate,Active View: Viewable Impressions,Active View: Measurable Impressions,Active View: Eligible Impressions,Media Cost
2016-01-15,BSB Branding Campaign,728x90_publish-Audience Extension 728X90,Simpli.fi,Audience Extension 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,276,0.00,59,242,273,0.000000000
2016-01-15,BSB Branding Campaign,728x90_publish-CentralMaine 728X90,centralmaine.com,CentralMaine 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,678,0.00,310,623,672,0.000000000
2016-01-15,BSB Branding Campaign,728x90_publish-MaineToday 728X90,mainetoday.com,MaineToday 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1088,0.00,388,1041,1085,0.000000000
2016-01-15,BSB Branding Campaign,728x90_publish-Press Herald 728X90,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,570,0.00,221,532,568,0.000000000
2016-01-15,BSB Mortgage,mortgage_160x600-Sitescout 160X600,sitescout.com,Sitescout 160X600,Standard,mortgage_160x600,http://www.bangormortgage.com/Default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-15,BSB Mortgage,mortgage_300x250-Sitescout 300X250,sitescout.com,Sitescout 300X250,Standard,mortgage_300x250,http://www.bangormortgage.com/Default.aspx,0,0,0.00,4,0,0,0.000000000
2016-01-15,BSB Mortgage,mortgage_728x90-Sitescout 728X90,sitescout.com,Sitescout 728X90,Standard,mortgage_728x90,http://www.bangormortgage.com/Default.aspx,0,1,0.00,1,0,0,0.000000000
2016-01-15,Coastal Plastic Retargeting,160X600 smile-Sitescout_Retargeting 160X600,sitescout.com,Sitescout_Retargeting 160X600,Standard,160X600 smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,Coastal Plastic Retargeting,300x250_smile-2-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile-2,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,Coastal Plastic Retargeting,300x250_smile-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,Coastal Plastic Retargeting,728x90_smile-Sitescout_Retargeting 728x90,sitescout.com,Sitescout_Retargeting 728x90,Standard,728x90_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,2,0,0,0.000000000
2016-01-15,Coastal Plastics 9.15,300x250 Default Web Ad,mainetoday.com,AudienceExtension 300X250,Default,300x250_smile,http://www.coastalplasticsurgerymaine.org/,3,1034,0.29,157,662,1011,0.000000000
2016-01-15,Coastal Plastics 9.15,300x50 Default Web Ad,mainetoday.com,AudienceExtension 300X50,Default,300x50,http://www.coastalplasticsurgerymaine.org/,0,49,0.00,1,10,49,0.000000000
2016-01-15,Coastal Plastics 9.15,728x90 Default Web Ad,mainetoday.com,AudienceExtension 728X90,Default,728X90 Default,http://www.coastalplasticsurgerymaine.org/,0,17,0.00,0,0,0,0.000000000
2016-01-15,Coastal Plastics 9.15,728x90-2-AudienceExtension 728X90,mainetoday.com,AudienceExtension 728X90,Standard,728x90-2,http://www.coastalplasticsurgerymaine.org/,2,1002,0.20,185,834,997,0.000000000
2016-01-15,Coastal Plastics 9.15,Smile 160X600-AudienceExtension  160X600,mainetoday.com,AudienceExtension  160X600,Standard,Smile 160X600,http://www.coastalplasticsurgerymaine.org/,0,279,0.00,68,236,276,0.000000000
2016-01-15,College Transitions,300X250-Site Scout 300X250 Audience,sitescout.com,Site Scout 300X250 Audience,Standard,300X250,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,College Transitions,728X90-Site Scout 728X90 Audience,sitescout.com,Site Scout 728X90 Audience,Standard,728X90,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,College Transitions,MCTanimation.html-Site Scout 160X600 Audience,sitescout.com,Site Scout 160X600 Audience,Standard,MCTanimation.html,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-15,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,186,65242,0.29,0,0,0,0.000000000
2016-01-15,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,231,0.00,0,0,0,1.917300000
2016-01-15,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,3646,0.03,227,1192,3644,17.683100000
2016-01-15,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,346,0.29,75,328,346,1.678100000
2016-01-15,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,4,2011,0.20,240,1409,2008,9.753350000
2016-01-15,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,6,1889,0.32,0,4,4,15.678700000
2016-01-15,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,5,722,0.69,2,0,0,5.017900000
2016-01-15,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,14,929,1.51,1,4,4,6.456550000
2016-01-15,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,26,2524,1.03,0,0,0,0.000000000
2016-01-15,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,14,2248,0.62,0,0,0,18.658400000
2016-01-15,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2922,0.00,312,1681,2921,14.171700000
2016-01-15,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,1,644,0.16,213,621,644,3.123400000
2016-01-15,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2317,0.00,392,1621,2316,11.237450000
2016-01-15,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,18,3041,0.59,453,546,553,0.000000000
2016-01-15,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,7,990,0.71,0,0,0,6.880500000
2016-01-15,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,8,891,0.90,0,0,0,6.192450000
2016-01-15,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,11,1060,1.04,0,0,0,7.367000000
2016-01-15,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,307,0.00,85,264,307,1.488950000
2016-01-15,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,69,0.00,27,67,69,0.334650000
2016-01-15,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,117,0.00,45,106,117,0.567450000
2016-01-15,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,13,2365,0.55,0,2,2,19.629500000
2016-01-15,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,12,1407,0.85,0,4,4,9.778650000
2016-01-15,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,10,1661,0.60,1,4,4,11.543950000
2016-01-15,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-15,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-15,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-15,HELOC,HELOC_Lock_728X90-SS_Retargeting_728X90 (copy),sitescout.com,SS_Retargeting_728X90,Standard,HELOC_Lock_728X90,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-15,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,0,0.00,2,0,0,0.000000000
2016-01-15,PWM Elite Airways,PWM_Melbourne_300x250-1.zip-300X250,Hearst Corporation,300X250,Standard,PWM_Melbourne_300x250-1.zip,http://eliteairways.com/,0,0,0.00,2,0,0,0.000000000
2016-01-15,PWM Elite Airways,PWM_Melbourne_728x90_publish 2.zip-728X90,Hearst Corporation,728X90,Standard,PWM_Melbourne_728x90_publish 2.zip,http://eliteairways.com/,0,0,0.00,4,0,0,0.000000000
2016-01-16,BSB Branding Campaign,160x600 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-16,BSB Branding Campaign,160x600 Default Web Ad,mainetoday.com,MaineToday 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-16,BSB Branding Campaign,160x600_publish 2-Audience Extension 160X600,Simpli.fi,Audience Extension 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,109,0.92,36,86,107,0.000000000
2016-01-16,BSB Branding Campaign,160x600_publish 2-CentralMaine 160X600,centralmaine.com,CentralMaine 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,88,1.14,23,58,86,0.000000000
2016-01-16,BSB Branding Campaign,160x600_publish 2-MaineToday 160X600,mainetoday.com,MaineToday 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,78,3.85,25,55,78,0.000000000
2016-01-16,BSB Branding Campaign,160x600_publish 2-Press Herald 160X600,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,107,0.93,30,82,106,0.000000000
2016-01-16,BSB Branding Campaign,300x250 Default Web Ad,Bangor Daily News,BangorDailyNews 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1763,0.00,0,0,0,0.000000000
2016-01-16,BSB Branding Campaign,300x250_publish-Audience Extension 300X250,Simpli.fi,Audience Extension 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,459,0.22,80,315,444,0.000000000
2016-01-16,BSB Branding Campaign,300x250_publish-CentralMaine 300X250,centralmaine.com,CentralMaine 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,555,0.00,137,420,547,0.000000000
2016-01-16,BSB Branding Campaign,300x250_publish-MaineToday 300X250,mainetoday.com,MaineToday 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,807,0.12,179,662,795,0.000000000
2016-01-16,BSB Branding Campaign,300x250_publish-Press Herald 300X250,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,540,0.19,128,398,534,0.000000000
2016-01-16,BSB Branding Campaign,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,931,0.00,280,927,928,0.000000000
2016-01-16,BSB Branding Campaign,320x50 Default Web Ad,Simpli.fi,Audience Extension 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,456,0.00,82,260,377,0.000000000
2016-01-16,BSB Branding Campaign,320x50 Default Web Ad,centralmaine.com,CentralMaine 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,712,0.14,183,608,712,0.000000000
2016-01-16,BSB Branding Campaign,320x50 Default Web Ad,mainetoday.com,MaineToday 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,409,0.00,59,407,409,0.000000000
2016-01-16,BSB Branding Campaign,728x90 Default Web Ad,Bangor Daily News,BangorDailyNews 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1548,0.00,0,0,0,0.000000000
2016-01-16,BSB Branding Campaign,728x90_publish-Audience Extension 728X90,Simpli.fi,Audience Extension 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,285,0.35,52,216,274,0.000000000
2016-01-16,BSB Branding Campaign,728x90_publish-CentralMaine 728X90,centralmaine.com,CentralMaine 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,429,0.23,180,358,419,0.000000000
2016-01-16,BSB Branding Campaign,728x90_publish-MaineToday 728X90,mainetoday.com,MaineToday 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,491,0.20,113,420,485,0.000000000
2016-01-16,BSB Branding Campaign,728x90_publish-Press Herald 728X90,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,399,0.25,131,336,396,0.000000000
2016-01-16,BSB Mortgage,mortgage_160x600-Sitescout 160X600,sitescout.com,Sitescout 160X600,Standard,mortgage_160x600,http://www.bangormortgage.com/Default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-16,BSB Mortgage,mortgage_300x250-Sitescout 300X250,sitescout.com,Sitescout 300X250,Standard,mortgage_300x250,http://www.bangormortgage.com/Default.aspx,0,0,0.00,4,0,0,0.000000000
2016-01-16,Coastal Plastic Retargeting,160X600 smile-Sitescout_Retargeting 160X600,sitescout.com,Sitescout_Retargeting 160X600,Standard,160X600 smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,3,0,0,0.000000000
2016-01-16,Coastal Plastic Retargeting,300x250_smile-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile,http://www.coastalplasticsurgerymaine.org/,0,1,0.00,1,1,1,0.000000000
2016-01-16,Coastal Plastic Retargeting,728x90_smile-Sitescout_Retargeting 728x90,sitescout.com,Sitescout_Retargeting 728x90,Standard,728x90_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,2,0,0,0.000000000
2016-01-16,Coastal Plastics 9.15,300x250 Default Web Ad,mainetoday.com,AudienceExtension 300X250,Default,300x250_smile,http://www.coastalplasticsurgerymaine.org/,1,1192,0.08,177,695,1171,0.000000000
2016-01-16,Coastal Plastics 9.15,300x50 Default Web Ad,mainetoday.com,AudienceExtension 300X50,Default,300x50,http://www.coastalplasticsurgerymaine.org/,0,102,0.00,9,24,100,0.000000000
2016-01-16,Coastal Plastics 9.15,728x90 Default Web Ad,mainetoday.com,AudienceExtension 728X90,Default,728X90 Default,http://www.coastalplasticsurgerymaine.org/,0,3,0.00,0,0,0,0.000000000
2016-01-16,Coastal Plastics 9.15,728x90-2-AudienceExtension 728X90,mainetoday.com,AudienceExtension 728X90,Standard,728x90-2,http://www.coastalplasticsurgerymaine.org/,5,1215,0.41,266,948,1191,0.000000000
2016-01-16,Coastal Plastics 9.15,Smile 160X600-AudienceExtension  160X600,mainetoday.com,AudienceExtension  160X600,Standard,Smile 160X600,http://www.coastalplasticsurgerymaine.org/,6,366,1.64,86,284,359,0.000000000
2016-01-16,College Transitions,300X250-Site Scout 300X250 Audience,sitescout.com,Site Scout 300X250 Audience,Standard,300X250,http://www.mainecollegetransitions.org/,0,0,0.00,2,0,0,0.000000000
2016-01-16,College Transitions,728X90-Site Scout 728X90 Audience,sitescout.com,Site Scout 728X90 Audience,Standard,728X90,http://www.mainecollegetransitions.org/,0,0,0.00,3,0,0,0.000000000
2016-01-16,College Transitions,MCTanimation.html-Site Scout 160X600 Audience,sitescout.com,Site Scout 160X600 Audience,Standard,MCTanimation.html,http://www.mainecollegetransitions.org/,0,0,0.00,2,0,0,0.000000000
2016-01-16,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,237,76009,0.31,0,0,0,0.000000000
2016-01-16,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,269,0.00,0,0,0,2.232700000
2016-01-16,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,2,1933,0.10,211,1175,1928,9.375050000
2016-01-16,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,2,3464,0.06,276,1270,3462,16.800400000
2016-01-16,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,411,0.00,107,380,411,1.993350000
2016-01-16,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,9,1799,0.50,0,1,1,14.931700000
2016-01-16,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,10,700,1.43,0,2,2,4.865000000
2016-01-16,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,12,896,1.34,0,5,5,6.227200000
2016-01-16,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,20,2232,0.90,0,0,0,0.000000000
2016-01-16,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,9,2237,0.40,0,0,0,18.567100000
2016-01-16,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,620,0.00,213,590,620,3.007000000
2016-01-16,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2631,0.00,294,1609,2627,12.760350000
2016-01-16,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,1,2418,0.04,316,1615,2416,11.727300000
2016-01-16,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,24,2786,0.86,197,217,220,0.000000000
2016-01-16,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,10,900,1.11,0,0,0,6.255000000
2016-01-16,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,4,853,0.47,0,0,0,5.928350000
2016-01-16,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,7,1048,0.67,0,0,0,7.283600000
2016-01-16,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,172,0.00,69,150,172,0.834200000
2016-01-16,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,206,0.00,70,184,206,0.999100000
2016-01-16,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,108,0.00,42,103,108,0.523800000
2016-01-16,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,12,2378,0.50,0,0,0,19.737400000
2016-01-16,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,12,1389,0.86,1,5,5,9.653550000
2016-01-16,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,13,1682,0.77,0,5,5,11.689900000
2016-01-16,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,1,0.00,1,1,1,0.000000000
2016-01-16,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,1,0.00,2,1,1,0.000000000
2016-01-16,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-16,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,0,0.00,1,0,0,0.000000000
2016-01-16,PWM Elite Airways,PWM_Melbourne_728x90_publish 2.zip-728X90,Hearst Corporation,728X90,Standard,PWM_Melbourne_728x90_publish 2.zip,http://eliteairways.com/,0,0,0.00,1,0,0,0.000000000
2016-01-17,BSB Branding Campaign,160x600 Default Web Ad,Bangor Daily News,BangorDailyNews 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-17,BSB Branding Campaign,160x600_publish 2-Audience Extension 160X600,Simpli.fi,Audience Extension 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,97,0.00,36,74,97,0.000000000
2016-01-17,BSB Branding Campaign,160x600_publish 2-CentralMaine 160X600,centralmaine.com,CentralMaine 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,114,0.00,36,88,111,0.000000000
2016-01-17,BSB Branding Campaign,160x600_publish 2-MaineToday 160X600,mainetoday.com,MaineToday 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,104,0.00,31,80,98,0.000000000
2016-01-17,BSB Branding Campaign,160x600_publish 2-Press Herald 160X600,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,96,0.00,29,74,94,0.000000000
2016-01-17,BSB Branding Campaign,300x250 Default Web Ad,Bangor Daily News,BangorDailyNews 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1344,0.00,0,0,0,0.000000000
2016-01-17,BSB Branding Campaign,300x250 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-17,BSB Branding Campaign,300x250_publish-Audience Extension 300X250,Simpli.fi,Audience Extension 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,541,0.00,94,342,530,0.000000000
2016-01-17,BSB Branding Campaign,300x250_publish-CentralMaine 300X250,centralmaine.com,CentralMaine 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,604,0.00,116,406,594,0.000000000
2016-01-17,BSB Branding Campaign,300x250_publish-MaineToday 300X250,mainetoday.com,MaineToday 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,689,0.00,138,500,676,0.000000000
2016-01-17,BSB Branding Campaign,300x250_publish-Press Herald 300X250,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,611,0.16,139,417,593,0.000000000
2016-01-17,BSB Branding Campaign,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1024,0.00,348,1017,1022,0.000000000
2016-01-17,BSB Branding Campaign,320x50 Default Web Ad,Simpli.fi,Audience Extension 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,620,0.16,122,333,509,0.000000000
2016-01-17,BSB Branding Campaign,320x50 Default Web Ad,centralmaine.com,CentralMaine 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1005,0.00,306,895,1005,0.000000000
2016-01-17,BSB Branding Campaign,320x50 Default Web Ad,mainetoday.com,MaineToday 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,227,0.00,60,218,227,0.000000000
