weeklyDCMImport

Date/Time Generated,1/26/16 12:46 PM
Report Time Zone,America/New_York
SubAccount Name,Rinck Advertising
Account ID,9515
Date Range,1/12/16 - 1/18/16

Report Fields
Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate,Active View: Viewable Impressions,Active View: Measurable Impressions,Active View: Eligible Impressions,Media Cost
2016-01-13,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,219,73003,0.30,0,0,0,0.000000000
2016-01-13,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,283,0.00,0,0,0,2.348900000
2016-01-13,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,1,4067,0.02,251,1480,4061,19.724950000
2016-01-13,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,472,0.00,110,448,472,2.289200000
2016-01-13,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,3,2429,0.12,269,1681,2425,11.780650000
2016-01-13,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,2,1923,0.10,0,6,6,15.960900000
2016-01-13,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,10,753,1.33,0,8,8,5.233350000
2016-01-13,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,4,876,0.46,1,2,2,6.088200000
2016-01-13,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,22,3028,0.73,0,0,0,0.000000000
2016-01-13,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,18,2247,0.80,0,0,0,18.650100000
2016-01-13,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2298,0.00,407,1771,2296,11.145300000
2016-01-13,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,628,0.00,216,608,628,3.045800000
2016-01-13,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,2,3068,0.07,342,1642,3066,14.879800000
2016-01-13,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,18,2706,0.67,121,135,145,0.000000000
2016-01-13,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,4,1017,0.39,0,0,0,7.068150000
2016-01-13,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,3,874,0.34,0,0,0,6.074300000
2016-01-13,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,3,1035,0.29,0,0,0,7.193250000
2016-01-13,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,303,0.00,105,284,303,1.469550000
2016-01-13,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,117,0.00,36,99,117,0.567450000
2016-01-13,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,112,0.00,40,112,112,0.543200000
2016-01-13,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,10,2370,0.42,1,0,0,19.671000000
2016-01-13,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,9,1390,0.65,1,2,2,9.660500000
2016-01-13,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,10,1716,0.58,0,2,2,11.926200000
2016-01-13,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-13,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-13,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-13,HELOC,HELOC_Lock_728X90-SS_Retargeting_728X90 (copy),sitescout.com,SS_Retargeting_728X90,Standard,HELOC_Lock_728X90,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,2,0,0,0.000000000
2016-01-13,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,0,0.00,2,-1,0,0.000000000
2016-01-13,PWM Elite Airways,PWM_Melbourne_300x250-1.zip-300X250,Hearst Corporation,300X250,Standard,PWM_Melbourne_300x250-1.zip,http://eliteairways.com/,0,0,0.00,0,-1,0,0.000000000
2016-01-13,PWM Elite Airways,PWM_Melbourne_728x90_publish 2.zip-728X90,Hearst Corporation,728X90,Standard,PWM_Melbourne_728x90_publish 2.zip,http://eliteairways.com/,0,0,0.00,2,0,0,0.000000000
2016-01-14,BSB Branding Campaign,160x600 Default Web Ad,Bangor Daily News,BangorDailyNews 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,6,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,160x600_publish 2-Audience Extension 160X600,Simpli.fi,Audience Extension 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,5,111,4.50,39,93,110,0.000000000
2016-01-14,BSB Branding Campaign,160x600_publish 2-CentralMaine 160X600,centralmaine.com,CentralMaine 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,121,0.00,45,96,116,0.000000000
2016-01-14,BSB Branding Campaign,160x600_publish 2-MaineToday 160X600,mainetoday.com,MaineToday 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,5,112,4.46,40,90,110,0.000000000
2016-01-14,BSB Branding Campaign,160x600_publish 2-Press Herald 160X600,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,2,108,1.85,35,82,108,0.000000000
2016-01-14,BSB Branding Campaign,300x250 Default Web Ad,Bangor Daily News,BangorDailyNews 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1924,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250 Default Web Ad,Simpli.fi,Audience Extension 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,4,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250 Default Web Ad,centralmaine.com,CentralMaine 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250 Default Web Ad,mainetoday.com,MaineToday 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,3,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250_publish-Audience Extension 300X250,Simpli.fi,Audience Extension 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,457,0.66,117,382,454,0.000000000
2016-01-14,BSB Branding Campaign,300x250_publish-CentralMaine 300X250,centralmaine.com,CentralMaine 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,489,0.00,121,412,479,0.000000000
2016-01-14,BSB Branding Campaign,300x250_publish-Hearst 300X250,Hearst Corporation,Hearst 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,0,0.00,0,-1,0,0.000000000
2016-01-14,BSB Branding Campaign,300x250_publish-MaineToday 300X250,mainetoday.com,MaineToday 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,563,0.53,188,490,559,0.000000000
2016-01-14,BSB Branding Campaign,300x250_publish-Press Herald 300X250,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,477,0.00,128,401,471,0.000000000
2016-01-14,BSB Branding Campaign,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,1199,0.08,453,1191,1199,0.000000000
2016-01-14,BSB Branding Campaign,320x50 Default Web Ad,Simpli.fi,Audience Extension 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,391,0.00,88,270,339,0.000000000
2016-01-14,BSB Branding Campaign,320x50 Default Web Ad,centralmaine.com,CentralMaine 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1009,0.00,293,876,1006,0.000000000
2016-01-14,BSB Branding Campaign,320x50 Default Web Ad,mainetoday.com,MaineToday 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,259,0.00,23,258,259,0.000000000
2016-01-14,BSB Branding Campaign,728x90 Default Web Ad,Bangor Daily News,BangorDailyNews 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,2259,0.04,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,728x90 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-14,BSB Branding Campaign,728x90_publish-Audience Extension 728X90,Simpli.fi,Audience Extension 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,268,0.00,59,223,265,0.000000000
2016-01-14,BSB Branding Campaign,728x90_publish-CentralMaine 728X90,centralmaine.com,CentralMaine 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,557,0.18,243,503,551,0.000000000
2016-01-14,BSB Branding Campaign,728x90_publish-MaineToday 728X90,mainetoday.com,MaineToday 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,1093,0.27,348,1044,1090,0.000000000
2016-01-14,BSB Branding Campaign,728x90_publish-Press Herald 728X90,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Standard,728x90_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,3,359,0.84,107,314,357,0.000000000
2016-01-14,BSB Mortgage,mortgage_160x600-Sitescout 160X600,sitescout.com,Sitescout 160X600,Standard,mortgage_160x600,http://www.bangormortgage.com/Default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-14,BSB Mortgage,mortgage_300x250-Sitescout 300X250,sitescout.com,Sitescout 300X250,Standard,mortgage_300x250,http://www.bangormortgage.com/Default.aspx,0,0,0.00,5,0,0,0.000000000
2016-01-14,BSB Mortgage,mortgage_728x90-Sitescout 728X90,sitescout.com,Sitescout 728X90,Standard,mortgage_728x90,http://www.bangormortgage.com/Default.aspx,0,0,0.00,3,0,0,0.000000000
2016-01-14,Coastal Plastic Retargeting,160X600 smile-Sitescout_Retargeting 160X600,sitescout.com,Sitescout_Retargeting 160X600,Standard,160X600 smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-14,Coastal Plastic Retargeting,300x250_smile-2-Sitescout_Retargeting 300X250,sitescout.com,Sitescout_Retargeting 300X250,Standard,300x250_smile-2,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,2,0,0,0.000000000
2016-01-14,Coastal Plastic Retargeting,728x90_smile-Sitescout_Retargeting 728x90,sitescout.com,Sitescout_Retargeting 728x90,Standard,728x90_smile,http://www.coastalplasticsurgerymaine.org/,0,0,0.00,1,0,0,0.000000000
2016-01-14,Coastal Plastics 9.15,160x600 Default Web Ad,mainetoday.com,AudienceExtension  160X600,Default,160X600 Smile,http://www.coastalplasticsurgerymaine.org/,0,2,0.00,0,0,0,0.000000000
2016-01-14,Coastal Plastics 9.15,300x250 Default Web Ad,mainetoday.com,AudienceExtension 300X250,Default,300x250_smile,http://www.coastalplasticsurgerymaine.org/,0,960,0.00,115,644,934,0.000000000
2016-01-14,Coastal Plastics 9.15,300x50 Default Web Ad,mainetoday.com,AudienceExtension 300X50,Default,300x50,http://www.coastalplasticsurgerymaine.org/,0,77,0.00,1,14,67,0.000000000
2016-01-14,Coastal Plastics 9.15,728x90 Default Web Ad,mainetoday.com,AudienceExtension 728X90,Default,728X90 Default,http://www.coastalplasticsurgerymaine.org/,0,10,0.00,0,0,0,0.000000000
2016-01-14,Coastal Plastics 9.15,728x90-2-AudienceExtension 728X90,mainetoday.com,AudienceExtension 728X90,Standard,728x90-2,http://www.coastalplasticsurgerymaine.org/,6,879,0.68,174,769,866,0.000000000
2016-01-14,Coastal Plastics 9.15,Smile 160X600-AudienceExtension  160X600,mainetoday.com,AudienceExtension  160X600,Standard,Smile 160X600,http://www.coastalplasticsurgerymaine.org/,3,475,0.63,148,402,468,0.000000000
2016-01-14,College Transitions,300X250-Site Scout 300X250 Audience,sitescout.com,Site Scout 300X250 Audience,Standard,300X250,http://www.mainecollegetransitions.org/,0,0,0.00,1,0,0,0.000000000
2016-01-14,College Transitions,728X90-Site Scout 728X90 Audience,sitescout.com,Site Scout 728X90 Audience,Standard,728X90,http://www.mainecollegetransitions.org/,0,0,0.00,3,0,0,0.000000000
2016-01-14,DairyPure,Tracking-Catalina,Catalina Marketing - RM,Catalina,Tracking,Tracking,http://www.landolakesmilk.com/,181,58435,0.31,0,0,0,0.000000000
2016-01-14,FY2016_Graduate,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,http://usm.maine.edu/explore,0,249,0.00,0,0,0,2.066700000
2016-01-14,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,0,391,0.00,98,373,391,1.896350000
2016-01-14,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,5,5041,0.10,292,1790,5040,24.448850000
2016-01-14,FY2016_Graduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,http://usm.maine.edu/explore,4,2447,0.16,220,1608,2437,11.867950000
2016-01-14,FY2016_Graduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,http://usm.maine.edu/explore,7,1857,0.38,1,4,4,15.413100000
2016-01-14,FY2016_Graduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,http://usm.maine.edu/explore,4,740,0.54,0,3,3,5.143000000
2016-01-14,FY2016_Graduate,SAL_V2_Graduate-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Graduate,http://usm.maine.edu/explore,6,927,0.65,0,6,6,6.442650000
2016-01-14,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,http://usm.maine.edu/explore,23,3103,0.74,0,0,0,0.000000000
2016-01-14,FY2016_Transfer,300x250 Default Web Ad,MobileFuse.com,Tablet,Default,SAL_V2,https://usm.maine.edu/explore,17,2238,0.76,0,0,0,18.575400000
2016-01-14,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2176,0.00,332,1518,2175,10.553600000
2016-01-14,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,2768,0.00,326,1574,2766,13.424800000
2016-01-14,FY2016_Transfer,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,578,0.00,159,550,578,2.803300000
2016-01-14,FY2016_Transfer,SAL_V2-Display,Pandora,Display,Standard,SAL_V2,https://usm.maine.edu/explore,23,2691,0.85,166,192,195,0.000000000
2016-01-14,FY2016_Transfer,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,3,924,0.32,0,0,0,6.421800000
2016-01-14,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,1,1058,0.09,0,0,0,7.353100000
2016-01-14,FY2016_Transfer,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,3,852,0.35,0,0,0,5.921400000
2016-01-14,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,244,0.00,83,219,244,1.183400000
2016-01-14,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,131,0.00,57,129,130,0.635350000
2016-01-14,FY2016_Undergraduate,SAL_V2-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V2,https://usm.maine.edu/explore,0,146,0.00,48,126,146,0.708100000
2016-01-14,FY2016_Undergraduate,SAL_V2-Tablet,MobileFuse.com,Tablet,Standard,SAL_V2,https://usm.maine.edu/explore,8,2378,0.34,1,2,2,19.737400000
2016-01-14,FY2016_Undergraduate,SAL_V2_Courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Courses,https://usm.maine.edu/explore,9,1382,0.65,0,2,2,9.604900000
2016-01-14,FY2016_Undergraduate,SAL_V2_Majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V2_Majors,https://usm.maine.edu/explore,15,1711,0.88,0,4,4,11.891450000
2016-01-14,Grilled2015,RecipePromoUnitDesktop,Spark People 1,160x500_Resolution Recipes Center,Tracking,TrackingCreative,http://www.sparkpeople.com/resource/realistic-resolution.asp_source=SparkPeople&utm_medium=Display_728X90_Coupon&utm_campaign=Grilled_2015,0,1,0.00,0,0,0,0.000000000
2016-01-14,HELOC,160x600 Default Web Ad,sitescout.com,SS_Retargeting_160X600,Default,160X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-14,HELOC,300x250 Default Web Ad,sitescout.com,SS_Retargeting_300X250,Default,300X250 Default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-14,HELOC,300x600 Default Web Ad,sitescout.com,SS_Retargeting_300X600,Default,300X600 default,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-14,HELOC,HELOC_Lock_728X90-SS_Retargeting_728X90 (copy),sitescout.com,SS_Retargeting_728X90,Standard,HELOC_Lock_728X90,https://www.bangor.com/landing/fixed/default.aspx,0,0,0.00,1,0,0,0.000000000
2016-01-14,PWM Elite Airways,160X600-160X600,Hearst Corporation,160X600,Standard,160X600,http://eliteairways.com/,0,2,0.00,4,2,2,0.000000000
2016-01-14,PWM Elite Airways,PWM_Melbourne_300x250-1.zip-300X250,Hearst Corporation,300X250,Standard,PWM_Melbourne_300x250-1.zip,http://eliteairways.com/,0,0,0.00,2,-1,0,0.000000000
2016-01-15,BSB Branding Campaign,160x600 Default Web Ad,mainetoday.com,MaineToday 160X600,Default,FreeATM_Mainers_160x600_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,160x600_publish 2-Audience Extension 160X600,Simpli.fi,Audience Extension 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,95,0.00,29,75,93,0.000000000
2016-01-15,BSB Branding Campaign,160x600_publish 2-CentralMaine 160X600,centralmaine.com,CentralMaine 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,100,0.00,30,82,100,0.000000000
2016-01-15,BSB Branding Campaign,160x600_publish 2-Hearst 160X600,Hearst Corporation,Hearst 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,0,0.00,0,-1,0,0.000000000
2016-01-15,BSB Branding Campaign,160x600_publish 2-MaineToday 160X600,mainetoday.com,MaineToday 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,97,0.00,43,80,97,0.000000000
2016-01-15,BSB Branding Campaign,160x600_publish 2-Press Herald 160X600,Mainetoday.com - Portland Press Herald,Press Herald 160X600,Standard,160x600_publish 2,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,113,0.00,38,94,113,0.000000000
2016-01-15,BSB Branding Campaign,300x250 Default Web Ad,Bangor Daily News,BangorDailyNews 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2038,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,300x250 Default Web Ad,Simpli.fi,Audience Extension 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,3,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,300x250 Default Web Ad,centralmaine.com,CentralMaine 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,300x250 Default Web Ad,mainetoday.com,MaineToday 300X250,Default,FreeATM_Mainers_300x250_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,300x250_publish-Audience Extension 300X250,Simpli.fi,Audience Extension 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,386,0.00,83,312,384,0.000000000
2016-01-15,BSB Branding Campaign,300x250_publish-CentralMaine 300X250,centralmaine.com,CentralMaine 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,454,0.00,115,384,450,0.000000000
2016-01-15,BSB Branding Campaign,300x250_publish-MaineToday 300X250,mainetoday.com,MaineToday 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,669,0.00,225,563,663,0.000000000
2016-01-15,BSB Branding Campaign,300x250_publish-Press Herald 300X250,Mainetoday.com - Portland Press Herald,Press Herald 300X250,Standard,300x250_publish,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,521,0.00,147,441,518,0.000000000
2016-01-15,BSB Branding Campaign,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1100,0.00,354,1092,1098,0.000000000
2016-01-15,BSB Branding Campaign,320x50 Default Web Ad,Simpli.fi,Audience Extension 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,387,0.00,116,282,359,0.000000000
2016-01-15,BSB Branding Campaign,320x50 Default Web Ad,centralmaine.com,CentralMaine 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,974,0.10,214,834,971,0.000000000
2016-01-15,BSB Branding Campaign,320x50 Default Web Ad,mainetoday.com,MaineToday 320X50,Default,BSB_FreeATM_Mainers_StaticAd_320x50,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,257,0.00,61,224,257,0.000000000
2016-01-15,BSB Branding Campaign,728x90 Default Web Ad,Bangor Daily News,BangorDailyNews 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,1,2418,0.04,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,728x90 Default Web Ad,Mainetoday.com - Portland Press Herald,Press Herald 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,4,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,728x90 Default Web Ad,Simpli.fi,Audience Extension 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,3,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,728x90 Default Web Ad,centralmaine.com,CentralMaine 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,1,0.00,0,0,0,0.000000000
2016-01-15,BSB Branding Campaign,728x90 Default Web Ad,mainetoday.com,MaineToday 728X90,Default,FreeATM_Mainers_728x90_static,http://www.bangor.com/Personal-Banking/Checking-Accounts/Free-ATMs-Worldwide.aspx,0,2,0.00,0,0,0,0.000000000
